Name,URL,Position,HallOfFame,TotalYears,LastYear,Active
Jimmy Van Dyke,/V/VanDJi20.htm,WB-TB-BB,0,3,1923,False
Hal Van Every,/V/VanEHa20.htm,TB-HB,0,2,1941,False
Pug Vaughan,/V/VaugPu20.htm,TB,0,2,1936,False
Dick Vick,/V/VickDi20.htm,WB-BB-TB,0,3,1926,False
Gordon Wallace,/W/WallGo20.htm,TB-FB-C,0,2,1924,False
 Ward,/W/Wardxx20.htm,TB-WB,0,1,1920,False
Buss Warren,/W/WarrBu20.htm,TB-HB,0,1,1945,False
Dick Weber,/W/WebeDi20.htm,TB,0,1,1945,False
Sol Weinberg,/W/WeinSo20.htm,TB,0,1,1923,False
Bodie Weldon,/W/WeldBo20.htm,WB-TB,0,1,1920,False
Bob Westfall,/W/WestBo20.htm,FB-LB-TB,0,4,1947,False
Chet Wetterlund,/W/WettCh20.htm,TB-DB,0,1,1942,False
Ernie Wheeler,/W/WheeEr20.htm,DB-TB,0,4,1942,False
Tommy Whelan,/W/WhelTo21.htm,TB-DB,0,1,1933,False
Whizzer White,/W/WhitWh00.htm,TB-HB,0,4,1941,False
Walker Whitehead,/W/WhitWa20.htm,TB,0,1,1922,False
Ike Williams,/W/WillIk20.htm,TB-HB,0,1,1929,False
Travis Williams,/W/WillTr20.htm,TB-HB,0,2,1922,False
Walt Williams,/W/WillWa21.htm,DB-TB-HB,0,2,1947,False
Abe Wilson,/W/WilsAb20.htm,TB-G,0,3,1929,False
Bobby Wilson,/W/WilsBo20.htm,TB-HB,0,1,1936,False
Milt Wilson,/W/WilsMi24.htm,T-G-TB,0,2,1924,False
Stu Wilson,/W/WilsSt23.htm,E-WB-TB,0,1,1932,False
Wildcat Wilson,/W/WilsWi20.htm,TB,0,3,1929,False
Ray Witter,/W/WittRa20.htm,E-TB-BB-G,0,4,1923,False
Whitey Wolter,/W/WoltWh20.htm,TB-WB-BB,0,1,1924,False
Blake Workman,/W/WorkBl20.htm,BB-TB,0,2,1934,False
Ab Wright,/W/WrigAb20.htm,TB,0,1,1930,False
Chet Wynne,/W/WynnCh20.htm,FB-TB,0,1,1922,False
Izzy Yablok,/Y/YablIz20.htm,BB-TB,0,2,1931,False
Howard Yerges,/Y/YergHo20.htm,TB,0,1,1920,False
Giff Zimmerman,/Z/ZimmGi20.htm,WB-TB,0,2,1925,False
Frank Zoppetti,/Z/ZoppFr20.htm,TB,0,1,1941,False
Dave Zuidmulder,/Z/ZuidDa20.htm,TB,0,3,1931,False
